Year,Brand Name,Generic Name,Application Number,SPL Set ID,Review Document URL,Review Document Title
2021,TARPEYO,BUDESONIDE,NDA215935,938cada4-d6bf-4252-836f-dd40f9eadb4d,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215935Orig1s000TOC.cfm,
2008,N/A,N/A,NDA022233,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022233_aloxi_toc.cfm,
2008,N/A,N/A,NDA022233,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022233s000Sumr.pdf,
2006,N/A,N/A,NDA021483,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021483s000TOC.cfm,
2015,BASAGLAR TEMPO PEN,INSULIN GLARGINE,BLA205692,0ad21db3-2b1c-4ed9-a687-bdd6a74d0aae,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205692Orig1s000TOC.cfm,"This Former NDA Was Deemed To Be a BLA on March 23, 2020."
2015,BASAGLAR TEMPO PEN,INSULIN GLARGINE,BLA205692,0ad21db3-2b1c-4ed9-a687-bdd6a74d0aae,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205692Orig1s000TOC.cfm,
2015,BASAGLAR TEMPO PEN,INSULIN GLARGINE,BLA205692,0ad21db3-2b1c-4ed9-a687-bdd6a74d0aae,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205692Orig1s000SumR.pdf,"This Former NDA Was Deemed To Be a BLA on March 23, 2020."
1995,AZELEX,AZELAIC ACID,NDA020428,ebdfcaf7-b5d6-47e1-be87-ccaba4b97e75,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020428Orig1s000rev.pdf,
1995,AZELEX,AZELAIC ACID,NDA020428,ebdfcaf7-b5d6-47e1-be87-ccaba4b97e75,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/20428S1S7_Azelex.pdf,
1995,AZELEX,AZELAIC ACID,NDA020428,ebdfcaf7-b5d6-47e1-be87-ccaba4b97e75,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/20428S1S7_Azelex.pdf,
2018,TIBSOVO,IVOSIDENIB,NDA211192,65d254c0-67ad-42c4-b972-ad463b755b2d,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/211192Orig1s000TOC.cfm,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-505s002_20-844s010_Topamax.cfm,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/020505Orig1s018.pdf,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020505 topiramate clinical prea.pdf,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020505 topiramate statistical prea.pdf,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020505s000_Topamax.cfm,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20505se5-037-20844se5-031_Toprimate_Clinical_BPCA.pdf,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20505se5-037_20844se5-031_Toprimate_Clinpharm_BPCA.pdf,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20505S3_Topamax.cfm,
1996,TOPAMAX,TOPIRAMATE,NDA020505,21628112-0c47-11df-95b3-498d55d89593,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20505S1_Topamax.cfm,
2021,APRETUDE,CABOTEGRAVIR,NDA215499,4338428e-43d4-4e02-ac9d-bd98e738a7da,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215499Orig1s000TOC.cfm,
2025,OTULFI,USTEKINUMAB-AAUZ,BLA761379,853130e5-7406-4fd6-8138-ff2179195927,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/761379Orig2s000TOC.cfm,
2025,OTULFI,USTEKINUMAB-AAUZ,BLA761379,853130e5-7406-4fd6-8138-ff2179195927,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/761379Orig1s000TOC.cfm,
2000,N/A,N/A,NDA021151,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/021151_s000_BetapaceAFTOC.cfm,
2006,ZELAPAR,SELEGILINE HYDROCHLORIDE,NDA021479,380d7717-2a79-42f3-a712-efe5e7696ba0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021479_zelapar_toc.cfm,
2006,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,NDA021852,d9493e66-251c-426c-90a8-1bf1e526ab85,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21852s015_ calcipotriene betamethasone clinical prea.pdf,
2006,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,NDA021852,d9493e66-251c-426c-90a8-1bf1e526ab85,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21852s015_ calcipotriene betamethasone clinpharm prea.pdf,
2006,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,NDA021852,d9493e66-251c-426c-90a8-1bf1e526ab85,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021852TOC.cfm,
1991,N/A,N/A,NDA050670,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/050670ap.pdf,
1991,N/A,N/A,NDA050670,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-670S015_Zithromax.cfm,
1980,N/A,N/A,NDA018238,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/018238_s013_MICROK.pdf,
1980,N/A,N/A,NDA018238,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/018238_s011_MICRO-K.pdf,
2023,COMBOGESIC,ACETAMINOPHEN AND IBUPROFEN,NDA209471,b32651c4-7fa0-415b-91eb-854aa1c28f2a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209471Orig1s000TOC.cfm,
2021,ZEGALOGUE,DASIGLUCAGON,NDA214231,14704879-872c-4967-8779-04a3bbdfb4e6,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214231Orig1s000TOC.cfm,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/020357_S020_GLUCOPHAGE_AP.pdf,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020357s010.cfm,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20357s19_glucophage.cfm,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20357S17.PDF,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020357Orig1s000rev.pdf,
1995,N/A,N/A,NDA020357,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020357a_s006.pdf,
1996,ZANAFLEX,TIZANIDINE HYDROCHLORIDE,NDA020397,043d9e51-bfa2-4add-9058-5ece332f7e99,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/020397_S004_ZANAFLEX TABLETS_AP.pdf,
1996,ZANAFLEX,TIZANIDINE HYDROCHLORIDE,NDA020397,043d9e51-bfa2-4add-9058-5ece332f7e99,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020397Orig1s000rev.pdf,
2023,IWILFIN,EFLORNITHINE HYDROCHLORIDE,NDA215500,6716d8cc-66e6-4cee-935c-ccb85ed984f5,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/215500Orig1s000TOC.cfm,
2024,RYTELO,IMETELSTAT SODIUM,NDA217779,b0fab7ca-e578-43c5-9df6-bdaff4182257,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/217779Orig1s000TOC.cfm,
2005,N/A,N/A,NDA021152,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21152 fluticasone clinical prea.pdf,
2005,N/A,N/A,NDA021152,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21152_cutivate_clinpharm_prea.pdf,
2005,N/A,N/A,NDA021152,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21152_cutivate_statistical_prea.pdf,
2005,N/A,N/A,NDA021152,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021152s000TOC.cfm,
2003,FUZEON,ENFUVIRTIDE,NDA021481,6935e846-d5a1-49e5-89a2-f8ebe4d5590d,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021481_fuzeon_review.cfm,
1993,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,NDA050671,99e523d8-9bde-43cb-8434-497015e5dcbd,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050671s002_vancocin.pdf,
1993,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,NDA050671,99e523d8-9bde-43cb-8434-497015e5dcbd,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050671s002_vancocin.pdf,
2016,VERMOX,MEBENDAZOLE,NDA208398,a720c424-517a-461b-8e13-6c37caf8aa3f,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/208398Orig1_toc.cfm,
2016,VERMOX,MEBENDAZOLE,NDA208398,a720c424-517a-461b-8e13-6c37caf8aa3f,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/208398Orig1s000SumR.pdf,
2020,PEMFEXY,PEMETREXED,NDA209472,2308f4e8-21c8-49c1-a5b8-deb8610bac6a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209472Orig1s000TOC.cfm,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020272Orig1s036,s041,020588Orig1s024,s028,s029,21444Orig1s008,s015.pdf",
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020272_S004_RISPERDAL TABLETS.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020272_s026&s027_Risperdal_MEDR_.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020272_safety_review.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20272 risperidone clinicalDD prea_clinical 5.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20272 risperidone clinical CDTL prea_clinical 4.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20272 risperidone clinical-1 prea.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20272 risperidone clinical2 prea.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20272 risperidone statistical prea.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/020272_s046_risperdal_toc.cfm,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020272_s008_RISPERDALE TABLETS.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020272_S004_RISPERDAL TABLETS.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020272_s026&s027_Risperdal_MEDR_.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020272Orig1s036,s041,020588Orig1s024,s028,s029,21444Orig1s008,s015.pdf",
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020272_S033_RISPERDAL_TABLETS.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/020272_s046_risperdal_toc.cfm,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020272s046_risperidone_Risperdal-MedRev.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020272s046_risperidone_Risperdal-ClinPharmRev.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020272s046_Risperidone Risperdal-ClinPharm2.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020272s046_Risperidone Risperdal-Stat Review.pdf,
1993,RISPERDAL,RISPERIDONE,NDA020272,7e117c7e-02fc-4343-92a1-230061dfc5e0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20588.pdf,
2021,LYBALVI,OLANZAPINE AND SAMIDORPHAN L-MALATE,NDA213378,32ffddd1-4e2b-45d9-9b36-bb730167ec80,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/213378Orig1Orig2s000TOC.cfm,
2021,LYBALVI,OLANZAPINE AND SAMIDORPHAN L-MALATE,NDA213378,32ffddd1-4e2b-45d9-9b36-bb730167ec80,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/213378Orig1Orig2s000TOC.cfm,
2025,MODEYSO,DORDAVIPRONE,NDA219876,ad45b43e-fdef-47ad-9c34-055b41bdc576,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219876Orig1s000TOC.cfm,
2022,TERLIVAZ,TERLIPRESSIN,NDA022231,3a35b86c-f451-4fac-8499-43019e4da354,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/022231Orig1s000TOC.cfm,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21154_Nexium.cfm,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021153Orig1s047.pdf,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021153Orig1s045.pdf,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-153S005_review.pdf,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021153_S015_NEXIUM_DELAYED_RELEASE.pdf,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/021153Orig1s048.pdf,
2001,NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021153,f4853677-1622-4037-688b-fdf533a11d96,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021153Orig1s008.pdf,
1994,N/A,N/A,NDA050672,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/50605S032_Ceftin.pdf,
1984,NICORETTE ORIGINAL,NICOTINE POLACRILEX,NDA018612,673fd19f-69b3-4f73-b9b4-18b5f4cbf69c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/018612Orig1s050.pdf,
1984,NICORETTE ORIGINAL,NICOTINE POLACRILEX,NDA018612,673fd19f-69b3-4f73-b9b4-18b5f4cbf69c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/018612_S034_NICORETTE_GUM_AP.pdf,
1984,NICORETTE ORIGINAL,NICOTINE POLACRILEX,NDA018612,673fd19f-69b3-4f73-b9b4-18b5f4cbf69c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/018612s022_020066s004_Nicorette.cfm,
1984,NICORETTE ORIGINAL,NICOTINE POLACRILEX,NDA018612,673fd19f-69b3-4f73-b9b4-18b5f4cbf69c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/18-612s025_Nicorette.cfm,
1985,RIDAURA,AURANOFIN,NDA018689,43ba3de1-ab2e-06f6-e054-00144ff8d46c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/018689Orig1s000rev.pdf,
2012,COMETRIQ,CABOZANTINIB,NDA203756,1a0c3bea-c87b-4d25-bb44-5f0174da6b34,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/203756Orig1s008.pdf,
2012,COMETRIQ,CABOZANTINIB,NDA203756,1a0c3bea-c87b-4d25-bb44-5f0174da6b34,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203756Orig1s000TOC.cfm,
2012,COMETRIQ,CABOZANTINIB,NDA203756,1a0c3bea-c87b-4d25-bb44-5f0174da6b34,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203756Orig1s000SumR.pdf,
2013,CLINOLIPID,OLIVE OIL AND SOYBEAN OIL,NDA204508,ae98eb03-c0e7-49d1-b024-77968e3d9d6e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204508Orig1s000TOC.cfm,
2013,CLINOLIPID,OLIVE OIL AND SOYBEAN OIL,NDA204508,ae98eb03-c0e7-49d1-b024-77968e3d9d6e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204508Orig1s000SumR.pdf,
2017,SUBLOCADE,BUPRENORPHINE,NDA209819,6189fb21-9432-45f8-8481-0bfaf3ccde95,http://www.accessdata.fda.gov/drugsatfda_docs/summary_review/2017/209819Orig1s000SumR.pdf,
2017,SUBLOCADE,BUPRENORPHINE,NDA209819,6189fb21-9432-45f8-8481-0bfaf3ccde95,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/209819Orig1s000TOC.cfm,
2019,TRIKAFTA,"ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",NDA212273,f354423a-85c2-41c3-a9db-0f3aee135d8d,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212273Orig1s000TOC.cfm,
2022,AMVUTTRA,VUTRISIRAN,NDA215515,8db0facb-81b6-4006-9239-27dc6409c5d3,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215515Orig1s000TOC.cfm,
1997,FEMARA,LETROZOLE,NDA020726,82b77d74-085f-45ac-a7dd-1f5c038bf406,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020726_femara_toc.cfm,
1997,FEMARA,LETROZOLE,NDA020726,82b77d74-085f-45ac-a7dd-1f5c038bf406,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-726S006_Femara.cfm,
2024,NEMLUVIO,NEMOLIZUMAB-ILTO,BLA761390,e9229ef1-ac60-4c24-afb6-009d3c781687,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761390Orig1s000TOC.cfm,
2001,N/A,N/A,NDA021160,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/021160_Phoslo.cfm,
2003,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,NDA021487,72973b46-f307-4a9e-8fb1-ad2cbccfd736,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-487_Namenda.cfm,
2005,HYLENEX RECOMBINANT,HYALURONIDASE,BLA021859,3023cc56-ed4b-4e87-b3a1-81b20943f658,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021859_s000_HylenexTOC.cfm,
1996,N/A,N/A,NDA050679,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/50679S007_Maxipine.cfm,
1996,N/A,N/A,NDA050679,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/050679Orig1s000rev.pdf,
1996,N/A,N/A,NDA050679,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/050679s002.cfm,
2012,JANUMET XR,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202270_janumet_xr_toc.cfm,
2012,JANUMET XR,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202270Orig1s000SumR.pdf,
2012,ESTRADIOL,ESTRADIOL,NDA203752,bf185599-2138-4083-9c52-2b95dce09ae0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203752_minivelle_toc.cfm,
2012,ESTRADIOL,ESTRADIOL,NDA203752,bf185599-2138-4083-9c52-2b95dce09ae0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203752Orig1s000SumR.pdf,
2018,NUZYRA,OMADACYCLINE,NDA209817,51591524-4703-44c6-8bde-dce3e6a463d1,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/209816Orig1s000,209817Orig1s000TOC.cfm",
2017,XATMEP,METHOTREXATE,NDA208400,aec9984e-34c5-481b-b6bf-9bb5caf1daf8,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208400Orig1Orig2s000TOC.cfm,
2017,XATMEP,METHOTREXATE,NDA208400,aec9984e-34c5-481b-b6bf-9bb5caf1daf8,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208400Orig1Orig2s000TOC.cfm,
2015,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,NDA208019,23d818e7-c076-40de-8dc1-0b51ba4be96a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/208019Orig1s000SumR.pdf,
2015,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,NDA208019,23d818e7-c076-40de-8dc1-0b51ba4be96a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/208019Orig1s000TOC.cfm,
2022,PACLITAXEL PROTEIN BOUND PARTICLES ALBUMIN BOUND,PACLITAXEL,NDA211875,f06d1bb3-83f1-4d84-8004-4c6681ad8a5a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211875Orig1s000TOC.cfm,
2020,TRIJARDY XR,"EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE",NDA212614,71873567-9594-452a-bb92-34a129adecac,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212614Orig1s000TOC.cfm,
2011,DOCETAXEL,DOCETAXEL,NDA022234,6b9999bb-869e-4d25-838c-23c3ab280044,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022234_docetaxel_toc.cfm,
2011,DOCETAXEL,DOCETAXEL,NDA022234,6b9999bb-869e-4d25-838c-23c3ab280044,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022234Orig1s000SumR.pdf,
2025,EMRELIS,TELISOTUZUMAB VEDOTIN,BLA761384,bc04f980-3957-4e35-ab81-8ec2ffe87215,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/761384Orig1s000TOC.cfm,
1999,N/A,N/A,NDA021156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21156-S007_Celebrex.cfm,
2005,ANTI-DIARRHEAL,LOPERAMIDE HYDROCHLORIDE,NDA021855,35a938af-decf-5b5d-e063-6294a90a9ab0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021855s000TOC.cfm,
1992,N/A,N/A,NDA050674,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050674s012.cfm,
2010,JEVTANA,CABAZITAXEL,NDA201023,de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/130_201023 cabazitaxel clinical bpca.pdf,
2010,JEVTANA,CABAZITAXEL,NDA201023,de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/201023s000SumR.pdf,
2010,JEVTANA,CABAZITAXEL,NDA201023,de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/201023s000TOC.cfm,
2016,QBRELIS,LISINOPRIL,NDA208401,9f6e4e57-a489-4b36-b093-b93865d3717c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/208401Orig1s000_toc.cfm,
2017,ASCOR,ASCORBIC ACID,NDA209112,388aad52-fc01-4784-9791-1dbc80c69306,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s009.pdf,
2017,ASCOR,ASCORBIC ACID,NDA209112,388aad52-fc01-4784-9791-1dbc80c69306,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/209112Orig1s000TOC.cfm,
2017,ASCOR,ASCORBIC ACID,NDA209112,388aad52-fc01-4784-9791-1dbc80c69306,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s008.pdf,
2017,ASCOR,ASCORBIC ACID,NDA209112,388aad52-fc01-4784-9791-1dbc80c69306,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s008.pdf,
2019,SECUADO,ASENAPINE,NDA212268,685eaf44-5944-4f38-afba-0a4fc0b3462b,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212268Orig1s000TOC.cfm,
2023,FILSPARI,SPARSENTAN,NDA216403,d7354af1-f304-f4d9-e053-2995a90ab219,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216403Orig1s000TOC.cfm,
